x, y
0.007955449482895784, -7.269230769230769
0.13524264120922833, -7.054945054945055
0.27048528241845665, -6.60989010989011
0.3420843277645187, -6.098901098901099
0.42163882259347657, -5.554945054945055
0.4892601431980907, -5.027472527472527
0.5409705648369133, -4.467032967032967
0.5807478122513923, -3.9230769230769234
0.6324582338902148, -3.5604395604395607
0.6722354813046938, -2.967032967032967
0.7080350039777248, -2.5054945054945055
0.7438345266507558, -1.978021978021978
0.7677008750994432, -1.5494505494505495
0.8035003977724742, -1.2197802197802199
0.8233890214797136, -0.7417582417582418
0.8591885441527447, -0.23076923076923078
0.8910103420843278, 0.32967032967032966
0.8790771678599841, 0.049450549450549455
0.9148766905330151, 0.7252747252747253
0.9427207637231504, 1.1703296703296704
0.9626093874303898, 1.6318681318681318
0.9904534606205251, 2.10989010989011
1.0143198090692125, 2.4725274725274726
1.0381861575178999, 2.901098901098901
1.0660302307080352, 3.2472527472527473
1.0978520286396183, 3.741758241758242
1.1296738265712014, 4.104395604395605
1.2012728719172634, 4.467032967032967
1.2649164677804297, 4.912087912087912
1.328560063643596, 5.241758241758242
1.4160700079554496, 5.489010989010989
1.5393794749403342, 5.785714285714286
1.618933969769292, 5.967032967032967
1.7064439140811456, 6.115384615384616
1.7780429594272078, 6.263736263736264
1.8973747016706444, 6.3791208791208796
1.9729514717581544, 6.478021978021978
2.0564836913285602, 6.56043956043956
2.140015910898966, 6.56043956043956
2.247414478918059, 6.65934065934066
2.354813046937152, 6.708791208791209
2.426412092283214, 6.758241758241758
2.5258552108194112, 6.8076923076923075
2.613365155131265, 6.791208791208791
2.688941925218775, 6.8076923076923075
2.764518695306285, 6.857142857142858
2.844073190135243, 6.8901098901098905
2.9236276849642007, 6.8901098901098905
3.0071599045346065, 6.923076923076923
3.082736674622116, 6.906593406593407
3.1503579952267304, 6.956043956043956
3.2219570405727924, 6.93956043956044
3.3452665075576773, 6.956043956043956
3.428798727128083, 7.0054945054945055
3.5879077167859985, 6.989010989010989
3.5123309466984884, 6.989010989010989
3.6992840095465396, 7.021978021978022
3.802704852824185, 7.021978021978022
3.898170246618934, 7.038461538461538
4.0055688146380275, 7.038461538461538
4.996022275258552, 7.153846153846154
4.828957836117741, 7.153846153846154
4.6539379474940334, 7.170329670329671
4.928400954653938, 7.120879120879121
4.725536992840095, 7.153846153846154
4.522673031026253, 7.104395604395605
4.335719968178203, 7.104395604395605
4.144789180588703, 7.104395604395605
4.431185361972951, 7.104395604395605
4.20843277645187, 7.054945054945055
